demande;motif;groupe_motif
j'ai besoin d'une attestation de résidence;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
Bonjour J'ai un petit problème de sur mon sur mes mes loyers j'aurais voulu discuter des de la facturation que j'ai reçu avec un avec un agent;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai besoin d'une attestation concernant les loyers et charges que j'ai;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
Bonjour je voudrais une attestation de logement par rapport mon logement offert s'il vous plaît;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
pour un dossier administratif on m'a demandé une attestation de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
Bonjour pour mon assurance j'aurais besoin d'une attestation de loyer s'il vous plaît;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai un souci avec ma dernière facture concernant mon loyer je pense qu'il y a une erreur de montant sur les charges;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai besoin d'une attestation de résidence;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
Bonjour j'ai perdu toutes mes attestations j'aimerais avoir le décompte globale des attestations sur l'année comment puis-je faire merci;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je demande j'ai besoin de demande d'attestation à quittance loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai besoin de quittance loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
bonjour mon inscription j'ai besoin d'une quittance de loyer pour le loyer pour le mois de juin;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
Bonjour Je souhaiterais avoir une attestation justifiant la location de l'appartement de Monsieur Durand;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
bonjour je viens voir parce que au fait alors ne m'a pas remis les accusés de réception concernant mes charges;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai besoin d'une attestation de résidence;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens de manger une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander une attestation de résidence;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander une attestation de résidence;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
bonjour j'aimerais avoir une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je suis locataire et j'ai besoin d'une attestation;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
bonjour je viens pour une attestation de loyer les charges s'il vous plaît;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens demander une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
j'ai besoin d'une attestation de logement;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je viens de demander une quittance de loyer;demandes d'attestations diverses;04a - OPHEOR Facturation Loyers Charges
je souhaite dissoudre mon pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour je viens ce que je voudrais faire un PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je me sépare de mon compagnon à quelqu'un je suis pacsé et je dois faire les papiers en rapport avec ça;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens modifier mon dossier pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
Bonjour je m'étais inscrit pour me pacser finalement mon ami c'est un boulet donc je viens annuler tout ça;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je voudrais des renseignements sur la modification de mon certificat de PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je voudrais annuler mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pâte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens modifier mon dossier pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
j'aimerais modifier mon dossier de PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je souhaite rompre mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens modifier mon dossier pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
j'ai besoin de renseignements sur pour se pacser;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je crois que j'ai tous les papiers là pour qu'on se PACS avec ma copine et donc je dois effectuer les démarches pour pour finaliser la démarche;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
accompagne-moi peut-on dissoudre notre part;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens de me séparer avec ma conjointe et j'aurais voulu faire une mise à jour au niveau de la mairie s'il vous plaît;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler votre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
Bonjour je vous embrasse très mon PACS à la mairie s'il vous plaît;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
Bonjour je voudrais enregistrer mon PACS à la mairie s'il vous plaît;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
j'ai quitté la femme avec laquelle j'étais pacsé et je viens pour mettre à jour;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour je viens pour annuler le PACS s'il vous plaît;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je souhaite faire dissoudre mon pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens de me séparer je souhaite dissoudre mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour aujourd'hui est un grand jour j'aimerais faire un dépôt de plaques quand puis-je faire Okapi dois-je apporter merci;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je souhaite modifier mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour j'avais rempli un dossier de donc pour pour pour faire un pacte avec ma copine ben écoute et on annule tout voilà j'aimerais annuler annuler;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
Bonjour quelles sont les modalités à suivre pour la modification d'un dossier d'un dossier PAC;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour suite à ma séparation avec ma conjointe je voudrais savoir comment faire pour la dissolution du PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je vais modifier mon dossier pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je souhaite faire dissoudre mon pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre partie civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour je viens de me séparer avec ma puce et du coup je viens pour déclarer la fin de mon pack;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens enregistrer une modification dans mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
bonjour je viens pour la dissolution mon PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
nous souhaitons annuler notre pacte civil de solidarité;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je viens de déposer mon dossier de PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je me PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
je souhaite modifier mon contrat PACS;PACS (Dépôt de dossier, modification ou dissolution );01d - Etat Civil PACS Modification, dissolution
